4.100112915039062500e+01,4.500112915039062500e+01,3.700112915039062500e+01,3.900115966796875000e+01,4.400112915039062500e+01,3.600115966796875000e+01,4.100112915039062500e+01,4.200115966796875000e+01,4.000112915039062500e+01,3.900115966796875000e+01,7.300103759765625000e+01,6.700106811523437500e+01,7.500103759765625000e+01,7.100106811523437500e+01,7.400106811523437500e+01,7.000106811523437500e+01,7.900103759765625000e+01,7.700100708007812500e+01,7.300103759765625000e+01,7.900103759765625000e+01,7.100106811523437500e+01,8.200103759765625000e+01,6.700106811523437500e+01,7.400106811523437500e+01,7.000106811523437500e+01,7.400106811523437500e+01,7.100106811523437500e+01,7.400106811523437500e+01,7.700100708007812500e+01,7.500103759765625000e+01,8.400100708007812500e+01,9.400097656250000000e+01,9.700097656250000000e+01,9.400097656250000000e+01,8.900100708007812500e+01,8.700100708007812500e+01,9.300097656250000000e+01,1.000009765625000000e+02,9.000100708007812500e+01,1.010009460449218750e+02,2.250006103515625000e+02,1.910007171630859375e+02,1.980006866455078125e+02,1.980006866455078125e+02,2.170006408691406250e+02,2.070006713867187500e+02,2.280005950927734375e+02,1.860007171630859375e+02,1.970006713867187500e+02,2.010006866455078125e+02
2.100119018554687500e+01,2.400119018554687500e+01,2.200119018554687500e+01,2.000119018554687500e+01,2.000119018554687500e+01,2.100119018554687500e+01,2.500119018554687500e+01,2.100119018554687500e+01,2.300115966796875000e+01,2.200119018554687500e+01,4.000112915039062500e+01,3.700112915039062500e+01,4.200115966796875000e+01,3.700112915039062500e+01,3.700112915039062500e+01,4.300112915039062500e+01,4.200115966796875000e+01,3.600115966796875000e+01,4.200115966796875000e+01,3.900115966796875000e+01,5.800106811523437500e+01,5.300109863281250000e+01,5.200109863281250000e+01,5.600109863281250000e+01,5.100112915039062500e+01,5.300109863281250000e+01,5.300109863281250000e+01,5.800106811523437500e+01,4.500112915039062500e+01,5.400106811523437500e+01,6.500106811523437500e+01,6.200109863281250000e+01,6.300106811523437500e+01,6.300106811523437500e+01,6.100106811523437500e+01,6.800106811523437500e+01,5.300109863281250000e+01,6.800106811523437500e+01,5.700106811523437500e+01,6.400106811523437500e+01,7.500103759765625000e+01,7.000106811523437500e+01,7.600103759765625000e+01,7.500103759765625000e+01,7.600103759765625000e+01,6.800106811523437500e+01,7.000106811523437500e+01,7.700100708007812500e+01,8.000100708007812500e+01,6.900103759765625000e+01
2.600115966796875000e+01,2.700119018554687500e+01,2.600115966796875000e+01,2.300115966796875000e+01,2.700119018554687500e+01,2.900115966796875000e+01,2.900115966796875000e+01,2.800119018554687500e+01,2.600115966796875000e+01,2.500119018554687500e+01,4.900109863281250000e+01,4.800112915039062500e+01,4.700112915039062500e+01,4.900109863281250000e+01,5.400106811523437500e+01,4.800112915039062500e+01,5.200109863281250000e+01,5.800106811523437500e+01,5.100112915039062500e+01,5.200109863281250000e+01,8.300100708007812500e+01,7.700100708007812500e+01,7.700100708007812500e+01,7.000106811523437500e+01,7.300103759765625000e+01,7.400106811523437500e+01,8.300100708007812500e+01,6.500106811523437500e+01,7.400106811523437500e+01,8.100100708007812500e+01,9.400097656250000000e+01,9.800097656250000000e+01,8.700100708007812500e+01,9.000100708007812500e+01,9.500097656250000000e+01,8.900100708007812500e+01,1.040009460449218750e+02,9.300097656250000000e+01,8.500100708007812500e+01,9.600097656250000000e+01,1.180009155273437500e+02,1.340008544921875000e+02,1.300008850097656250e+02,1.290008850097656250e+02,1.260008850097656250e+02,1.400008544921875000e+02,1.350008850097656250e+02,1.210008850097656250e+02,1.290008850097656250e+02,1.260008850097656250e+02
4.000112915039062500e+01,4.100112915039062500e+01,4.200115966796875000e+01,4.400112915039062500e+01,4.000112915039062500e+01,4.300112915039062500e+01,4.300112915039062500e+01,3.600115966796875000e+01,4.200115966796875000e+01,4.000112915039062500e+01,7.400106811523437500e+01,7.600103759765625000e+01,7.300103759765625000e+01,7.600103759765625000e+01,7.700100708007812500e+01,7.900103759765625000e+01,7.800100708007812500e+01,7.400106811523437500e+01,7.600103759765625000e+01,7.300103759765625000e+01,8.000100708007812500e+01,8.800097656250000000e+01,9.200100708007812500e+01,8.700100708007812500e+01,8.500100708007812500e+01,8.700100708007812500e+01,8.700100708007812500e+01,8.900100708007812500e+01,8.600100708007812500e+01,8.000100708007812500e+01,9.300097656250000000e+01,9.900097656250000000e+01,1.050009460449218750e+02,1.020009765625000000e+02,9.400097656250000000e+01,9.600097656250000000e+01,8.400100708007812500e+01,9.700097656250000000e+01,9.400097656250000000e+01,1.080009460449218750e+02,1.490008239746093750e+02,1.400008544921875000e+02,1.560007934570312500e+02,1.540007934570312500e+02,1.490008239746093750e+02,1.430008544921875000e+02,1.450008544921875000e+02,1.690007629394531250e+02,1.480008239746093750e+02,1.680007629394531250e+02
3.700112915039062500e+01,3.600115966796875000e+01,3.700112915039062500e+01,4.200115966796875000e+01,3.700112915039062500e+01,3.700112915039062500e+01,4.200115966796875000e+01,3.900115966796875000e+01,3.900115966796875000e+01,3.500115966796875000e+01,6.800106811523437500e+01,6.900103759765625000e+01,6.000106811523437500e+01,7.600103759765625000e+01,7.000106811523437500e+01,6.300106811523437500e+01,6.500106811523437500e+01,6.500106811523437500e+01,6.800106811523437500e+01,6.900103759765625000e+01,7.700100708007812500e+01,7.800100708007812500e+01,8.500100708007812500e+01,8.100100708007812500e+01,7.200103759765625000e+01,8.400100708007812500e+01,7.300103759765625000e+01,7.500103759765625000e+01,7.900103759765625000e+01,7.500103759765625000e+01,7.700100708007812500e+01,9.500097656250000000e+01,8.500100708007812500e+01,9.900097656250000000e+01,8.300100708007812500e+01,8.700100708007812500e+01,9.200100708007812500e+01,1.000009765625000000e+02,9.100097656250000000e+01,1.020009765625000000e+02,1.870007019042968750e+02,1.940007019042968750e+02,1.750007629394531250e+02,1.680007629394531250e+02,1.790007324218750000e+02,2.090006408691406250e+02,1.950006866455078125e+02,1.890007019042968750e+02,1.850007171630859375e+02,1.790007324218750000e+02
2.600115966796875000e+01,2.400119018554687500e+01,2.400119018554687500e+01,2.600115966796875000e+01,2.500119018554687500e+01,2.200119018554687500e+01,2.700119018554687500e+01,2.400119018554687500e+01,2.300115966796875000e+01,2.300115966796875000e+01,4.300112915039062500e+01,4.100112915039062500e+01,4.400112915039062500e+01,4.200115966796875000e+01,4.200115966796875000e+01,4.400112915039062500e+01,4.100112915039062500e+01,4.300112915039062500e+01,4.500112915039062500e+01,4.400112915039062500e+01,5.100112915039062500e+01,5.600109863281250000e+01,5.700106811523437500e+01,4.900109863281250000e+01,5.500109863281250000e+01,6.000106811523437500e+01,5.600109863281250000e+01,5.700106811523437500e+01,6.400106811523437500e+01,5.700106811523437500e+01,6.600103759765625000e+01,6.700106811523437500e+01,7.700100708007812500e+01,6.300106811523437500e+01,7.600103759765625000e+01,6.400106811523437500e+01,7.000106811523437500e+01,6.200109863281250000e+01,7.000106811523437500e+01,7.300103759765625000e+01,2.070006713867187500e+02,1.680007629394531250e+02,1.890007019042968750e+02,1.700007629394531250e+02,1.950006866455078125e+02,1.870007019042968750e+02,2.060006561279296875e+02,1.750007629394531250e+02,1.970006713867187500e+02,1.820007324218750000e+02
2.600115966796875000e+01,2.500119018554687500e+01,2.400119018554687500e+01,2.200119018554687500e+01,2.600115966796875000e+01,2.600115966796875000e+01,2.400119018554687500e+01,2.400119018554687500e+01,2.300115966796875000e+01,2.300115966796875000e+01,4.300112915039062500e+01,4.400112915039062500e+01,4.600109863281250000e+01,4.200115966796875000e+01,4.500112915039062500e+01,4.400112915039062500e+01,4.700112915039062500e+01,4.600109863281250000e+01,5.000109863281250000e+01,4.500112915039062500e+01,8.900100708007812500e+01,9.000100708007812500e+01,1.000009765625000000e+02,9.000100708007812500e+01,8.900100708007812500e+01,9.300097656250000000e+01,1.040009460449218750e+02,1.030009460449218750e+02,9.300097656250000000e+01,1.110009155273437500e+02,9.800097656250000000e+01,1.120009460449218750e+02,1.080009460449218750e+02,1.170009155273437500e+02,1.150009155273437500e+02,1.190009155273437500e+02,1.180009155273437500e+02,1.200009155273437500e+02,1.160009155273437500e+02,1.180009155273437500e+02,1.370008544921875000e+02,1.300008850097656250e+02,1.330008544921875000e+02,1.420008544921875000e+02,1.360008544921875000e+02,1.380008544921875000e+02,1.330008544921875000e+02,1.320008850097656250e+02,1.180009155273437500e+02,1.260008850097656250e+02
4.300112915039062500e+01,4.100112915039062500e+01,3.700112915039062500e+01,3.900115966796875000e+01,4.300112915039062500e+01,4.500112915039062500e+01,4.500112915039062500e+01,4.300112915039062500e+01,4.400112915039062500e+01,4.800112915039062500e+01,7.200103759765625000e+01,7.800100708007812500e+01,8.100100708007812500e+01,8.400100708007812500e+01,7.200103759765625000e+01,7.800100708007812500e+01,8.600100708007812500e+01,7.700100708007812500e+01,7.500103759765625000e+01,8.100100708007812500e+01,9.000100708007812500e+01,8.400100708007812500e+01,8.600100708007812500e+01,8.300100708007812500e+01,8.300100708007812500e+01,9.000100708007812500e+01,8.800097656250000000e+01,8.000100708007812500e+01,8.400100708007812500e+01,8.500100708007812500e+01,1.120009460449218750e+02,1.030009460449218750e+02,1.140009155273437500e+02,1.090009460449218750e+02,1.080009460449218750e+02,1.100009460449218750e+02,1.130009155273437500e+02,1.070009460449218750e+02,9.700097656250000000e+01,1.130009155273437500e+02,1.590007934570312500e+02,1.160009155273437500e+02,1.300008850097656250e+02,1.390008544921875000e+02,1.520008239746093750e+02,1.370008544921875000e+02,1.330008544921875000e+02,1.410008239746093750e+02,1.270008850097656250e+02,1.340008544921875000e+02
4.100112915039062500e+01,3.700112915039062500e+01,3.800112915039062500e+01,3.800112915039062500e+01,3.700112915039062500e+01,3.800112915039062500e+01,3.700112915039062500e+01,4.000112915039062500e+01,3.400112915039062500e+01,4.100112915039062500e+01,6.800106811523437500e+01,7.000106811523437500e+01,7.000106811523437500e+01,6.400106811523437500e+01,6.500106811523437500e+01,6.700106811523437500e+01,7.800100708007812500e+01,7.200103759765625000e+01,7.000106811523437500e+01,6.900103759765625000e+01,6.900103759765625000e+01,7.600103759765625000e+01,6.500106811523437500e+01,6.800106811523437500e+01,6.500106811523437500e+01,6.500106811523437500e+01,6.500106811523437500e+01,6.100106811523437500e+01,6.100106811523437500e+01,6.800106811523437500e+01,7.500103759765625000e+01,7.600103759765625000e+01,8.300100708007812500e+01,8.300100708007812500e+01,8.000100708007812500e+01,8.000100708007812500e+01,8.000100708007812500e+01,8.200103759765625000e+01,8.600100708007812500e+01,8.200103759765625000e+01,1.970006713867187500e+02,1.830007171630859375e+02,1.920007019042968750e+02,1.720007629394531250e+02,2.050006713867187500e+02,2.060006561279296875e+02,1.880007171630859375e+02,2.200006103515625000e+02,2.110006561279296875e+02,1.950006866455078125e+02
2.900115966796875000e+01,3.100119018554687500e+01,3.100119018554687500e+01,2.900115966796875000e+01,3.200115966796875000e+01,3.200115966796875000e+01,3.300115966796875000e+01,3.400112915039062500e+01,3.100119018554687500e+01,2.800119018554687500e+01,6.300106811523437500e+01,6.300106811523437500e+01,6.100106811523437500e+01,5.200109863281250000e+01,5.700106811523437500e+01,6.500106811523437500e+01,6.300106811523437500e+01,5.900109863281250000e+01,6.400106811523437500e+01,5.900109863281250000e+01,6.500106811523437500e+01,7.200103759765625000e+01,7.100106811523437500e+01,6.500106811523437500e+01,7.200103759765625000e+01,6.700106811523437500e+01,6.900103759765625000e+01,7.100106811523437500e+01,7.200103759765625000e+01,7.000106811523437500e+01,7.400106811523437500e+01,8.000100708007812500e+01,7.300103759765625000e+01,8.900100708007812500e+01,8.200103759765625000e+01,8.500100708007812500e+01,8.900100708007812500e+01,8.100100708007812500e+01,7.800100708007812500e+01,8.000100708007812500e+01,1.380008544921875000e+02,1.290008850097656250e+02,1.410008239746093750e+02,1.340008544921875000e+02,1.340008544921875000e+02,1.480008239746093750e+02,1.490008239746093750e+02,1.510007934570312500e+02,1.470008239746093750e+02,1.540007934570312500e+02
